CAMPUS,CAMPNAME,DISTRICT,DISTNAME,CNTYNAME,COUNTY,REGION,CFLCHART,CFLALTED,PAIRNAME,PAIRCAMP,GRDTYPE,GRDSPAN
"'227806041","UNLIMITED VISIONS AFTERCARE","'227806","UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL","TRAVIS","'227","'13","Y","Y"," "," ","S","'08 - 12"
"'227806044","GEORGETOWN BEHAVIORAL HEALTH INSTITUTE","'227806","UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL","TRAVIS","'227","'13","Y","Y"," "," ","S","'08 - 12"
"'227806045","CEDAR CREST","'227806","UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL","TRAVIS","'227","'13","Y","Y"," "," ","B","'06 - 12"
"'227806049","MUNDAY","'227806","UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL","TRAVIS","'227","'13","Y","Y"," "," ","S","'07 - 12"
"'227806052","SJRC TEXAS","'227806","UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL","TRAVIS","'227","'13","Y","Y"," "," ","S","'08 - 11"
"'227806053","SAFE HAVEN","'227806","UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL","TRAVIS","'227","'13","Y","Y"," "," ","M","'07 - 09"
"'227806054","CLEARFORK ACADEMY","'227806","UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL","TRAVIS","'227","'13","Y","Y"," "," ","S","'09 - 12"
"'227806055","CROSS CREEK","'227806","UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL","TRAVIS","'227","'13","Y","N"," "," ","S","'07 - 11"
"'227806056","CLEARFORK ACADEMY SOUTH","'227806","UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL","TRAVIS","'227","'13","Y","Y"," "," ","S","'09 - 12"
"'227806057","BOYSVILLE","'227806","UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL","TRAVIS","'227","'13","Y","Y"," "," ","B","'06 - 12"
"'227814001","CHAPARRAL STAR ACADEMY","'227814","CHAPARRAL STAR ACADEMY","TRAVIS","'227","'13","Y","N"," "," ","B","'KG - 12"
"'227816001","HARMONY SCIENCE ACADEMY - AUSTIN","'227816","HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS","TRAVIS","'227","'13","Y","N"," "," ","E","'PK - 08"
"'227816002","HARMONY SCIENCE ACADEMY-PFLUGERVILLE","'227816","HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS","TRAVIS","'227","'13","Y","N"," "," ","B","'06 - 12"
"'227816003","HARMONY SCHOOL OF SCIENCE - AUSTIN","'227816","HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS","TRAVIS","'227","'13","Y","N"," "," ","E","'PK - 05"
"'227816004","HARMONY SCHOOL OF ENDEAVOR AUSTIN","'227816","HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS","TRAVIS","'227","'13","Y","N"," "," ","B","'PK - 12"
"'227816005","HARMONY SCHOOL OF INNOVATION - AUSTIN","'227816","HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS","TRAVIS","'227","'13","Y","N"," "," ","E","'PK - 05"
"'227816006","HARMONY SCIENCE ACADEMY - CEDAR PARK","'227816","HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS","TRAVIS","'227","'13","Y","N"," "," ","E","'PK - 05"
"'227816101","HARMONY SCHOOL OF EXCELLENCE - AUSTIN","'227816","HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS","TRAVIS","'227","'13","Y","N"," "," ","B","'06 - 12"
"'227817001","CEDARS ACADEMY NEXT GENERATION H S AT HIGHLAND","'227817","CEDARS INTERNATIONAL ACADEMY","TRAVIS","'227","'13","Y","N"," "," ","S","'09 - 12"
"'227817101","CEDARS INTERNATIONAL ACADEMY","'227817","CEDARS INTERNATIONAL ACADEMY","TRAVIS","'227","'13","Y","N"," "," ","E","'PK - 08"
"'227819101","UNIVERSITY OF TEXAS EL CHARTER SCHOOL","'227819","UNIVERSITY OF TEXAS ELEMENTARY CHARTER SCHOOL","TRAVIS","'227","'13","Y","N"," "," ","E","'PK - 05"
"'227820001","KIPP AUSTIN COLLEGIATE","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","S","'09 - 12"
"'227820002","KIPP AUSTIN BRAVE","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","S","'09 - 12"
"'227820013","KIPP HOUSTON H S","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","S","'09 - 12"
"'227820014","KIPP GENERATIONS COLLEGIATE","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","S","'09 - 12"
"'227820015","KIPP NORTHEAST COLLEGE PREPARATORY","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","S","'09 - 12"
"'227820016","KIPP SUNNYSIDE H S","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","S","'09 - 12"
"'227820017","KIPP CONNECT H S","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","S","'09 - 12"
"'227820018","KIPP EAST END H S","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","S","'09 - 11"
"'227820020","KIPP UNIVERSITY PREP H S","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","S","'09 - 12"
"'227820021","KIPP SOMOS H S","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","S","'09 - 12"
"'227820030","KIPP OAK CLIFF ACADEMY","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","S","'09 - 12"
"'227820041","KIPP AUSTIN COLLEGE PREP","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","M","'05 - 08"
"'227820042","KIPP AUSTIN ACADEMY OF ARTS & LETTERS","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","M","'05 - 08"
"'227820043","KIPP AUSTIN BEACON PREP","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","M","'05 - 08"
"'227820044","KIPP AUSTIN VISTA MIDDLE SCHOOLS","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","M","'06 - 08"
"'227820045","KIPP PASEO PREPARATORY SCHOOL","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","M","'05 - 08"
"'227820050","KIPP ACADEMY MIDDLE","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","M","'05 - 08"
"'227820051","KIPP 3D ACADEMY","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","M","'05 - 08"
"'227820052","KIPP SHARPSTOWN COLEGE PREP","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","M","'05 - 09"
"'227820053","KIPP POLARIS ACADEMY FOR BOYS","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","M","'05 - 08"
"'227820054","KIPP INTREPID PREPARATORY","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","M","'05 - 08"
"'227820055","KIPP VOYAGE ACADEMY FOR GIRLS","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","M","'05 - 08"
"'227820056","KIPP CONNECT MIDDLE","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","M","'06 - 08"
"'227820057","KIPP LIBERATION COLLEGE PREPARATORY","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","M","'05 - 08"
"'227820058","KIPP SPIRIT COLLEGE PREP","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","M","'05 - 08"
"'227820059","KIPP ACADEMY WEST MIDDLE","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","M","'05 - 08"
"'227820060","KIPP PRIME COLLEGE PREPARATORY","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","M","'05 - 08"
"'227820061","KIPP NEXUS MIDDLE","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","M","'05 - 08"
"'227820062","KIPP JOURNEY COLLEGIATE SCHOOL","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","M","'05 - 09"
"'227820063","KIPP MOSAIC ACADEMY SCHOOL","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","M","'05 - 08"
"'227820071","KIPP TRUTH ACADEMY","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","M","'05 - 08"
"'227820072","KIPP DESTINY MIDDLE","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","M","'05 - 08"
"'227820073","KIPP PLEASANT GROVE LEADERSHIP ACADEMY","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","B","'06 - 10"
"'227820081","KIPP ASPIRE ACADEMY","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","M","'05 - 08"
"'227820082","KIPP CAMINO ACADEMY","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","M","'05 - 08"
"'227820083","KIPP PODER ACADEMY","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","M","'06 - 08"
"'227820101","KIPP AUSTIN COMUNIDAD","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","E","'PK - 04"
"'227820102","KIPP ALEGRIA PRI","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","E","'PK - 04"
"'227820103","KIPP AUSTIN OBRAS","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","E","'PK - 04"
"'227820105","KIPP PASEO PRI","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","E","'PK - 03"
"'227820205","KIPP SHINE PREP","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","E","'PK - 04"
"'227820206","KIPP DREAM PREP","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","E","'PK - 04"
"'227820207","KIPP SHARP PREP","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","E","'PK - 04"
"'227820209","KIPP EXPLORE ACADEMY","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","E","'PK - 04"
"'227820211","KIPP LEGACY PREPARATORY","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","E","'PK - 04"
"'227820212","KIPP CONNECT HOUSTON PRI","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","E","'PK - 05"
"'227820213","KIPP PEACE EL","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","E","'PK - 04"
"'227820214","KIPP ZENITH ACADEMY","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","E","'PK - 04"
"'227820215","KIPP UNITY PRI","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","E","'PK - 04"
"'227820216","KIPP CLIMB ACADEMY","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","E","'PK - 04"
"'227820217","KIPP NEXUS PRI","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","E","'PK - 04"
"'227820218","KIPP JOURNEY PRI","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","E","'PK - 04"
"'227820219","KIPP MOSAIC PRI","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","E","'PK - 03"
"'227820301","KIPP DESTINY EL","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","E","'PK - 04"
"'227820302","KIPP TRUTH EL","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","E","'PK - 04"
"'227820303","KIPP PLEASANT GROVE PRI","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","E","'KG - 05"
"'227820401","KIPP UN MUNDO PRI","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","E","'KG - 04"
"'227820402","KIPP ESPERANZA PRI","'227820","KIPP TEXAS PUBLIC SCHOOLS","TRAVIS","'227","'04","Y","N"," "," ","E","'KG - 04"
"'227821101","AUSTIN DISCOVERY SCH","'227821","AUSTIN DISCOVERY SCHOOL","TRAVIS","'227","'13","Y","N"," "," ","E","'KG - 06"
"'227824001","THE EAST AUSTIN COLLEGE PREP AT SOUTHWEST KEY","'227824","VALERE PUBLIC SCHOOLS","TRAVIS","'227","'13","Y","N"," "," ","E","'PK - 06"
"'227824002","THE EAST AUSTIN COLLEGE PREP AT MLK","'227824","VALERE PUBLIC SCHOOLS","TRAVIS","'227","'13","Y","N"," "," ","S","'07 - 12"
"'227824003","PROMESA COLLEGE PREP BROWNSVILLE","'227824","VALERE PUBLIC SCHOOLS","TRAVIS","'227","'13","Y","N"," "," ","E","'PK - 07"
"'227824004","PROMESA COLLEGE PREP WEST CORPUS CHRISTI","'227824","VALERE PUBLIC SCHOOLS","TRAVIS","'227","'13","Y","N"," "," ","B","'PK - 09"
"'227825001","AUSTIN ACHIEVE MIDDLE","'227825","AUSTIN ACHIEVE PUBLIC SCHOOLS","TRAVIS","'227","'13","Y","N"," "," ","M","'05 - 08"
"'227825003","AUSTIN ACHIEVE EL","'227825","AUSTIN ACHIEVE PUBLIC SCHOOLS","TRAVIS","'227","'13","Y","N"," "," ","E","'PK - 04"
"'227825004","AUSTIN ACHIEVE H S","'227825","AUSTIN ACHIEVE PUBLIC SCHOOLS","TRAVIS","'227","'13","Y","N"," "," ","S","'09 - 12"
"'227825005","AUSTIN ACHIEVE PARMER","'227825","AUSTIN ACHIEVE PUBLIC SCHOOLS","TRAVIS","'227","'13","Y","N"," "," ","E","'PK - 07"
"'227826101","MAGNOLIA MONTESSORI FOR ALL","'227826","MONTESSORI FOR ALL","TRAVIS","'227","'13","Y","N"," "," ","E","'PK - 06"
"'227827001","THE EXCEL CENTER (FOR ADULTS)","'227827","THE EXCEL CENTER (FOR ADULTS)","TRAVIS","'227","'13","Y","Y"," "," ","S","'09 - 12"
"'227827002","THE EXCEL CENTER FOR ADULTS - LOCKHART","'227827","THE EXCEL CENTER (FOR ADULTS)","TRAVIS","'227","'13","Y","Y"," "," ","S","'09 - 12"
"'227827003","THE EXCEL CENTER FOR ADULTS - SOUTH AUSTIN","'227827","THE EXCEL CENTER (FOR ADULTS)","TRAVIS","'227","'13","Y","Y"," "," ","S","'09 - 12"
"'227827004","BILLY MOORE","'227827","THE EXCEL CENTER (FOR ADULTS)","TRAVIS","'227","'13","Y","Y"," "," ","S","'09 - 12"
"'227827007","DIBOLL","'227827","THE EXCEL CENTER (FOR ADULTS)","TRAVIS","'227","'13","Y","Y"," "," ","S","'09 - 12"
"'227829001","VALOR SOUTH AUSTIN","'227829","VALOR PUBLIC SCHOOLS","TRAVIS","'227","'13","Y","N"," "," ","B","'KG - 12"
"'227829002","VALOR NORTH AUSTIN","'227829","VALOR PUBLIC SCHOOLS","TRAVIS","'227","'13","Y","N"," "," ","B","'KG - 10"
"'227829003","VALOR KYLE","'227829","VALOR PUBLIC SCHOOLS","TRAVIS","'227","'13","Y","N"," "," ","E","'KG - 08"
"'227901002","AUSTIN H S","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","S","'09 - 12"
"'227901004","NAVARRO EARLY COLLEGE H S","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","S","'09 - 12"
"'227901005","MCCALLUM H S","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","S","'09 - 12"
"'227901006","NORTHEAST EARLY COLLEGE H S","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","S","'09 - 12"
"'227901007","TRAVIS EARLY COLLEGE H S","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","S","'09 - 12"
"'227901008","CROCKETT ECHS","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","S","'09 - 12"
"'227901009","ANDERSON H S","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","S","'09 - 12"
"'227901012","ALTERNATIVE LEARNING CENTER","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","B","'06 - 12"
"'227901013","BOWIE H S","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","S","'09 - 12"
"'227901014","LBJ ECHS","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","S","'09 - 12"
"'227901015","GARZA INDEPENDENCE H S","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","Y"," "," ","S","'10 - 12"
"'227901017","AKINS H S","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","S","'09 - 12"
"'227901018","LASA H S","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","S","'09 - 12"
"'227901019","EASTSIDE EARLY COLLEGE H S","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","S","'09 - 12"
"'227901023","GRADUATION PREPARATORY ACADEMY","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","Y"," "," ","S","'10 - 12"
"'227901026","GRADUATION PREP ACADEMY NAVARRO","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","Y"," "," ","S","'09 - 12"
"'227901028","RICHARDS SCH FOR YOUNG WOMEN LEADERS","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","B","'06 - 12"
"'227901029","INTERNATIONAL H S","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","Y"," "," ","S","'09 - 10"
"'227901030","TRAVIS COUNTY JUVENILE DETENTION CENTER","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","Y"," "," ","S","'08 - 11"
"'227901032","PHOENIX ACADEMY","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","Y"," "," ","S","'09 - 12"
"'227901035","LEADERSHIP ACADEMY","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","Y"," "," ","S","'07 - 12"
"'227901043","LIVELY MIDDLE","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","M","'06 - 08"
"'227901044","KEALING MIDDLE","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","M","'06 - 08"
"'227901045","LAMAR MIDDLE","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","M","'06 - 08"
"'227901046","BURNET MIDDLE","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","M","'06 - 08"
"'227901047","O HENRY MIDDLE","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","M","'06 - 08"
"'227901051","MARTIN MIDDLE","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","M","'07 - 08"
"'227901052","MURCHISON MIDDLE","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","M","'06 - 08"
"'227901053","WEBB MIDDLE","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","M","'06 - 08"
"'227901054","BEDICHEK MIDDLE","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","M","'06 - 08"
"'227901055","DOBIE MIDDLE","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","M","'06 - 08"
"'227901057","COVINGTON MIDDLE","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","M","'06 - 08"
"'227901058","MENDEZ MIDDLE","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","M","'07 - 08"
"'227901059","BAILEY MIDDLE","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","M","'06 - 08"
"'227901060","SMALL MIDDLE","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","M","'06 - 08"
"'227901061","PAREDES MIDDLE","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","M","'06 - 08"
"'227901062","GORZYCKI MIDDLE","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","M","'06 - 08"
"'227901064","GARCIA YMLA","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","M","'06 - 08"
"'227901065","SADLER MEANS YWLA","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","M","'06 - 08"
"'227901101","ALLISON EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'EE - 06"
"'227901102","ANDREWS EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'EE - 05"
"'227901103","BARTON HILLS EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'KG - 06"
"'227901104","BECKER EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'PK - 05"
"'227901105","BLACKSHEAR EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'PK - 05"
"'227901106","BLANTON EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'PK - 05"
"'227901107","BRENTWOOD EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'EE - 05"
"'227901109","BROWN EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'PK - 05"
"'227901110","BRYKER WOODS EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'KG - 05"
"'227901111","CAMPBELL EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'EE - 05"
"'227901112","CASIS EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'EE - 05"
"'227901113","CUNNINGHAM EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'EE - 05"
"'227901114","DAWSON EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'EE - 05"
"'227901115","DAEP- EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'03 - 03"
"'227901116","GOVALLE EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'PK - 06"
"'227901117","GULLETT EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'EE - 05"
"'227901118","HARRIS EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'EE - 05"
"'227901119","HIGHLAND PARK EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'EE - 05"
"'227901121","LEE EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'KG - 06"
"'227901122","MAPLEWOOD EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'PK - 05"
"'227901123","MATHEWS EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'PK - 06"
"'227901125","OAK SPRINGS EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'EE - 05"
"'227901126","ORTEGA EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'EE - 06"
"'227901127","SANCHEZ EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'PK - 06"
"'227901129","PECAN SPRINGS EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'EE - 05"
"'227901130","PLEASANT HILL EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'EE - 05"
"'227901132","REILLY EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'PK - 05"
"'227901133","RIDGETOP EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'PK - 05"
"'227901136","ST ELMO EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'PK - 05"
"'227901138","SUMMITT EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'EE - 05"
"'227901140","TRAVIS HTS EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'PK - 05"
"'227901141","WALNUT CREEK EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'PK - 05"
"'227901143","PATTON EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'EE - 05"
"'227901144","WOOTEN EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'EE - 05"
"'227901145","ZAVALA EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'EE - 06"
"'227901146","ZILKER EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'EE - 05"
"'227901147","MENCHACA EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'PK - 05"
"'227901148","OAK HILL EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'EE - 05"
"'227901149","BARRINGTON EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'PK - 05"
"'227901150","NORMAN-SIMS EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'PK - 05"
"'227901151","PILLOW EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'EE - 05"
"'227901152","WOOLDRIDGE EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'EE - 05"
"'227901154","DOSS EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'PK - 05"
"'227901155","HILL EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'EE - 05"
"'227901156","ODOM EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'EE - 05"
"'227901157","WINN MONTESSORI","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'EE - 05"
"'227901158","SUNSET VALLEY EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'PK - 05"
"'227901159","GRAHAM EL","'227901","AUSTIN ISD","TRAVIS","'227","'13","N","N"," "," ","E","'EE - 05"
