CAMPUS,CAMPNAME,CPSAMIFC,CPSAMIFP,CPSATOFC,CPSBTOFC,CPSBTOPC,CPSETOFC,CPSETOFP,CPSHEXPA,CPSHTENA,CPSLEXPA,CPSLTENA,CPSOTOFC,CPSPTOFC,CPSPTOFP,CPSRTOFC,CPSRTOPC,CPSSTOFC,CPSSTOFP,CPSSTOSA,CPST00FC,CPST00FP,CPST00SA,CPST01FC,CPST01FP,CPST01SA,CPST06FC,CPST06FP,CPST06SA,CPST11FC,CPST11FP,CPST11SA,CPST21FC,CPST21FP,CPST21SA,CPST30FC,CPST30FP,CPST30SA,CPSTASFC,CPSTASFP,CPSTBAFC,CPSTBAFP,CPSTBIFC,CPSTBIFP,CPSTBLFC,CPSTBLFP,CPSTCOFC,CPSTCOFP,CPSTEXPA,CPSTFEFC,CPSTFEFP,CPSTGIFC,CPSTGIFP,CPSTHIFC,CPSTHIFP,CPSTINFC,CPSTINFP,CPSTKIDR,CPSTMAFC,CPSTMAFP,CPSTMSFC,CPSTMSFP,CPSTNOFC,CPSTNOFP,CPSTOPFC,CPSTOPFP,CPSTPHFC,CPSTPHFP,CPSTPIFC,CPSTPIFP,CPSTREFC,CPSTREFP,CPSTSPFC,CPSTSPFP,CPSTTENA,CPSTTOFC,CPSTTOFP,CPSTTOSA,CPSTTWFC,CPSTTWFP,CPSTVOFC,CPSTVOFP,CPSTWHFC,CPSTWHFP,CPSUTOFC,CPSUTOFP,CPSUTOSA,DISTNAME
"'092903004","LEAD ACADEMY H S",9.5,60.1,15.8,0,0,2,12.6,7,7,0,0,0,13.8,87.4,1,0,1,6.3,98117,1,10,49500,2.9,28.5,50605,0.2,1.6,52780,2,20,57130,3,30,60967,1,10,64550,0,0,5.9,58.4,0,0,4,39.9,9.3,93.1,14.4,6,59.9,0,0,0,0,0,0,16.6,4,40.1,3,30,1.2,11.6,0,0,0,0,0,0,0,0,0.5,5.3,8.4,10,63.3,56329,0,0,0.2,1.6,6,60.1,2.8,17.7,63455,"LONGVIEW ISD"
"'092903041","FOREST PARK MAGNET SCHOOL",40.5,67.1,60.4,0,0,9,14.9,0,0,1,1,0,51.4,85.1,1,0,0.8,1.3,75520,10.5,23.1,52840,9,19.8,51131,11.1,24.3,52697,9.7,21.4,56308,2.2,4.8,63808,3,6.6,66116,0,0,24.1,52.9,0.3,0.7,24.4,53.5,0.1,0.2,9.7,28.8,63.2,0,0,2.3,5,0,0,9.9,16.8,36.8,16.4,35.9,2.1,4.6,0,0,3,6.6,0,0,37.9,83.3,4.6,10.1,6,45.5,75.5,54607,0,0,2.6,5.6,18.9,41.4,5,8.3,62419,"LONGVIEW ISD"
"'092903042","FOSTER MIDDLE",37.9,52.7,72.1,0,0,6,8.3,4.5,3,6.3,6.3,0,66.1,91.7,1,0,5,6.9,86309,11.4,19.9,52257,11.5,20.1,52090,10.3,18.1,55218,14.4,25.1,55898,5.6,9.8,62417,4,7,68162,1,1.7,32.3,56.5,1.5,2.6,24.3,42.5,0.3,0.5,11.4,41.8,73,5.9,10.3,3.1,5.5,0,0,14.1,15.5,27,19.5,34.2,5.3,9.3,10.1,17.6,0,0,0,0,35.5,62.1,3,5.2,7.3,57.2,79.4,55777,1,1.7,1,1.7,27.8,48.5,3.8,5.3,63263,"LONGVIEW ISD"
"'092903044","JUDSON STEAM ACADEMY",20.6,26.9,76.6,0,0,15,19.6,4,4,4,4,0,61.6,80.4,1,0,2.5,3.3,82463,7.5,13.6,54072,19.1,34.6,51139,9.1,16.5,52509,4.8,8.8,59324,10.6,19.3,62038,4,7.3,65101,0,0,33.4,60.7,0.8,1.5,11.4,20.6,1.1,1.9,12.2,37.3,67.7,0,0,3.2,5.8,0,0,11.2,17.8,32.3,17.6,31.9,4.1,7.4,8.7,15.8,0,0,0,0,32.9,59.7,9.5,17.2,5.6,55.1,71.9,55594,0,0,2.1,3.9,40.5,73.5,4,5.2,73443,"LONGVIEW ISD"
"'092903111","EAST TEXAS MONTESSORI PREP ACADEMY",77.9,71.6,108.7,0,0,39,35.9,0,0,6,6,0,69.7,64.1,1,0,2,1.8,110567,7,11.7,50197,15,25,50968,15.8,26.4,52647,13.1,21.9,57728,6,10,61412,3,5,67370,0,0,45.1,75.3,15.8,26.4,20.1,33.6,11,18.3,10.6,55.8,93.2,0,0,18.8,31.4,0,0,17.1,4.1,6.8,10.8,18,3,5,0,0,1,1.7,0,0,28,46.8,5.1,8.5,7.9,59.9,55.1,54667,1,1.7,0,0,20,33.4,7.8,7.2,60504,"LONGVIEW ISD"
"'092903117","HUDSON EL",8.1,17.9,45.5,0,0,1,2.2,1,1,0,0,0,44.5,97.8,1,0,1,2.2,94292,7,18.3,51880,5.5,14.3,51126,5,13.1,52849,10,26.2,55894,8.5,22.2,63004,2.3,5.9,66475,0,0,26,68,0,0,5.1,13.5,0,0,13,34.9,91.3,1,2.6,2,5.2,0,0,14.6,3.3,8.7,8.2,21.5,3,7.9,0,0,1,2.6,0,0,37.2,97.4,0,0,4.7,38.2,83.9,56285,0,0,0,0,31.1,81.3,5.3,11.7,56819,"LONGVIEW ISD"
"'092903122","J L EVERHART MAGNET EL",35.8,85.7,41.8,0,0,7,16.7,1,1,0,0,0,34.8,83.3,1,0,1,2.4,95892,5,16.5,50140,7,23.1,50911,6.2,20.5,52141,8.1,26.7,54464,3,9.9,61506,1,3.3,63510,0,0,19.1,63,8.9,29.4,17.1,56.4,0,0,9.2,27.2,89.8,0,0,8.2,27.1,1,3.3,14.8,3.1,10.2,10.2,33.7,1,3.3,0,0,0,0,0,0,18.3,60.4,3.1,10.2,5.7,30.3,72.5,53449,0,0,0,0,4,13.2,3.5,8.4,64986,"LONGVIEW ISD"
"'092903123","JOHNSTON-MCQUEEN EL",17.1,32.2,53.2,0,0,12,22.6,2,2,0,0,0,41.2,77.4,1,0,1,1.9,94292,5,14.1,53663,9,25.4,50411,6,16.9,51810,6.5,18.3,54964,5,14.1,62688,4,11.3,65813,0,0,23.5,66.2,0.4,1.1,9.1,25.6,3.9,11,12.2,31.4,88.4,0,0,1,2.8,0,0,12,4.1,11.6,10,28.2,2,5.6,0,0,0,0,0,0,24.2,68.1,7,19.8,7.9,35.5,66.7,55404,1,2.8,0,0,24.4,68.7,4.7,8.8,61951,"LONGVIEW ISD"
"'092903124","CLARENCE W BAILEY EL",30.8,72.1,42.7,0,0,8,18.7,4,2,0,0,0,34.7,81.3,1,0,1,2.3,108701,1,3.8,60460,6,23.1,50200,5,19.2,51492,8.8,33.7,56996,1.2,4.8,63396,4,15.4,65960,0,0,20,76.9,8,30.7,10.8,41.4,1,3.8,15.4,20.2,77.9,0,0,9,34.6,0,0,11,5.8,22.1,5,19.2,1,3.8,0,0,0,0,0,0,13.9,53.5,3.1,11.9,9.6,26,60.9,56189,0,0,0,0,6.3,24,7.7,18,67864,"LONGVIEW ISD"
"'092903125","WARE EL",36.1,86.1,41.9,0,0,5,11.9,1,1,0,0,0,36.9,88.1,1,0,1,2.4,100886,7,22.4,46888,11,35.3,52099,5.8,18.5,52035,2.4,7.7,55000,5,16,61831,0,0,.,0,0,22.2,71.1,12.5,40,16.1,51.6,2.5,8,7.7,30.1,96.5,0,0,11.8,37.8,0,0,12.8,1.1,3.5,7,22.4,2,6.4,0,0,0,0,0,0,13.1,42,3.1,9.9,3.5,31.2,74.4,52702,0,0,0,0,3.3,10.6,4.7,11.3,67690,"LONGVIEW ISD"
"'092903126","NED E WILLIAMS EL",31,71.9,43.1,0,0,10,23.2,1,1,0,0,0,33.1,76.8,1,0,1,2.3,94292,7,25.7,51570,9.9,36.3,50191,2,7.3,52740,4.1,15.1,57091,4.3,15.6,58431,0,0,.,0,0,20.2,74.3,4.6,16.8,16,58.7,2.7,10.1,8.6,24.2,89.1,0,0,3,11,0,0,13.7,3,10.9,4,14.7,3,11,0,0,0,0,0,0,15.8,58,4.1,15.1,6.9,27.2,63.2,53059,0,0,0,0,8.2,30.3,4.8,11.2,63778,"LONGVIEW ISD"
"'092903127","BRAMLETTE STEAM ACADEMY",37.1,84.5,43.9,0,0,10,22.8,8,8,0,0,0,33.9,77.2,1,0,1,2.3,96492,5,17,45972,8,27.2,50175,6,20.4,50482,7.4,25.2,56534,0,0,.,3,10.2,66900,0,0,19.4,66,5.8,19.7,18.1,61.6,2.9,9.8,10.4,23.3,79.3,0,0,7,23.8,0,0,16.2,6.1,20.7,8,27.2,2,6.8,0,0,0,0,0,0,15.6,53.1,5.1,17.3,8.2,29.4,67,52831,0,0,0,0,4.3,14.6,3.5,8,75804,"LONGVIEW ISD"
"'092903200","JUVENILE DETENT CTR",9.4,90.4,10.4,0,0,3,28.8,11,11,0,0,0,7.4,71.2,1,0,1,9.6,96830,0,0,.,2,36.8,50400,0,0,.,2,36.8,57860,1,18.4,62080,0.4,7.9,67619,0,0,2.4,44.8,0,0,4.4,81.6,4.4,81.6,16.9,4,73.7,0,0,0,0,0,0,3.5,1.4,26.3,3,55.2,0,0,0,0,0,0,0,0,0,0,1,18.4,12.4,5.4,52.1,56662,0,0,0,0,1,18.4,1,9.6,89090,"LONGVIEW ISD"
"'092904001","PINE TREE H S",21.8,18.6,117.5,0,0,10.5,8.9,14,6,3,3,0,107,91.1,4,0,5.1,4.4,81012,2.9,3.2,40871,29.1,31.4,44831,19.7,21.3,50051,24.7,26.7,55149,14.3,15.4,64009,1.9,2,65880,0,0,65.8,71,0.2,0.2,7.4,8,5.7,6.2,10.6,53.3,57.5,0,0,5.6,6,1,1.1,14.2,39.4,42.5,21.4,23.1,5.4,5.9,0,0,0,0,0,0,54.6,58.9,17.6,19,5.3,92.6,78.8,51947,1.6,1.7,14.5,15.6,77.1,83.2,9.3,7.9,52114,"PINE TREE ISD"
"'092904041","PINE TREE J H",15.2,24.3,62.7,0,0,9.2,14.6,1,1,2,2,0,53.5,85.4,2,0,3.2,5,77850,2.6,5.5,41438,19.3,41.6,46168,7.6,16.3,46375,10.4,22.5,52324,4.2,9.1,61427,2.3,5,64440,0,0,35.2,75.8,1,2.1,6.8,14.7,2.3,5.1,9.6,32.6,70.3,0,0,1.1,2.3,1,2.1,15.2,13.8,29.7,10.8,23.3,0.4,0.9,0,0,0,0,0,0,33.8,72.7,6.4,13.8,4.6,46.4,74.1,49626,0.2,0.4,2.9,6.3,37.4,80.5,3.9,6.3,57067,"PINE TREE ISD"
"'092904043","PINE TREE MIDDLE",14.4,22.5,63.7,1,0,8.6,13.4,8,6,3.5,3.5,0,55.2,86.6,1,0,4.5,7,72009,2.4,5,41801,13.6,29.1,43691,11.7,25,47856,13.6,29,56000,3.9,8.4,60733,1.6,3.4,63362,0,0,39.1,83.5,0.8,1.6,3.7,8,4,8.7,10.8,35.5,76,1.1,2.4,4.9,10.5,0,0,15.1,11.2,24,7.7,16.5,0,0,0,0,0,0,0,0,32.8,70.3,8,17.1,4.8,46.8,73.3,50317,2.2,4.7,0,0,36,76.9,4,6.2,60662,"PINE TREE ISD"
"'092904103","PINE TREE PRI",19.3,33.6,57.4,0,0,20,34.8,3,3,3,3,0,37.4,65.2,1,0,3,5.2,63833,2,6.2,40875,13.8,43.9,43983,2.9,9.3,46733,6.9,21.8,53663,3.9,12.5,60316,2,6.2,63356,0,0,27.5,87.5,2,6.2,5.9,18.7,8.8,28,11.2,31.4,100,0,0,2,6.2,0,0,15.8,0,0,3.9,12.5,0,0,0,0,0,0,0,0,18.6,59.2,2.1,6.6,7.4,31.4,54.8,49399,0,0,0,0,23.6,75.1,3,5.2,56051,"PINE TREE ISD"
"'092904104","BIRCH EL",16,23,69.5,1,0,14.2,20.5,2,2,2,2,0,55.3,79.5,1,0,4,5.8,59736,1,2.1,40875,15.8,33.7,41495,12.4,26.6,46530,5.9,12.5,52665,4.9,10.5,61560,6.8,14.6,63361,0,0,41,87.5,2.9,6.3,6.9,14.6,2,4.2,13.1,43.9,93.7,0,0,2.9,6.3,0,0,14.8,2.9,6.3,5.9,12.5,0,0,0,0,0,0,0,0,37.3,79.6,4.7,10,9,46.8,67.4,49515,0,0,0,0,37,79.1,4.4,6.4,54576,"PINE TREE ISD"
"'092904105","PARKWAY EL",12,17.4,69.1,1,0,15.2,22,6,6,6,6,0,53.9,78,1,0,4,5.8,63293,2,4.3,40871,13.1,28.9,42702,6.9,15.1,46383,16.6,36.6,52276,4.9,10.8,60229,2,4.3,63353,0,0,39.5,87.1,5.9,12.9,1,2.2,2,4.3,11.9,44.4,97.8,0,0,2.9,6.5,0,0,14.9,1,2.2,5.9,12.9,0,0,0,0,0,0,0,0,31.6,69.6,6,13.2,5.5,45.4,65.7,49464,1,2.2,0,0,40.5,89.2,4.4,6.4,58367,"PINE TREE ISD"
"'092906002","SABINE H S",2.9,6.2,46.6,0,0,2.8,6.1,6,6,13,5,1,43.8,93.9,2,0,2,4.3,92495,1,2.6,39500,8.7,22.9,44136,8,21.1,52642,11.4,30.1,56480,5.8,15.4,56075,3,7.9,64521,0,0,27,70.9,0.3,0.9,1,2.6,0,0,14.2,22.7,59.6,0,0,0.9,2.3,0,0,12.3,15.3,40.4,11,29.1,0,0,0,0,0,0,0,0,29.2,76.8,0.8,2.2,4.4,38,81.6,52967,1,2.6,7.6,20.1,35.1,92.4,3.7,8,55786,"SABINE ISD"
"'092906041","SABINE MIDDLE",4.1,10.8,38.1,0,0,4.3,11.2,2,2,2,2,0,33.9,88.8,1,0,2,5.2,78993,3,10.3,40204,2.9,9.9,42892,3.6,12.4,51345,11.6,39.7,54559,6.1,20.9,58459,2,6.9,63683,0,0,27,92.4,0.1,0.3,2,6.8,0,0,14.2,21.3,72.9,0.2,0.8,0.1,0.4,0,0,12.4,7.9,27.1,2.2,7.6,0,0,0,0,0,0,0,0,25.6,87.7,2.5,8.7,5.2,29.2,76.5,52967,0,0,0.7,2.5,27.1,92.7,2.7,7.1,62169,"SABINE ISD"
"'092906102","SABINE EL",5,7.5,66.3,0,0,13.3,20.1,1,1,1,1,0,53,79.9,1,0,2,3,77975,2,4.1,39500,9,18.4,41856,9,18.4,46656,19,38.8,53184,9,18.4,58321,1,2,65710,0,0,44,89.8,1,2,1,2,5.5,11.2,13.6,48,98,0.5,1,2,4.1,0,0,14.9,1,2,5,10.2,0,0,0,0,0,0,0,0,38,77.6,4,8.2,8.1,49,73.9,50545,1,2,0,0,45,91.8,2,3,56702,"SABINE ISD"
"'092907001","SPRING HILL H S",7.5,12.4,60.4,0,0,5.8,9.7,3,1,5,1,0,54.6,90.3,2,0,2,3.3,87766,2,4,41809,10.2,20.6,41532,11.1,22.4,47502,12.6,25.5,54797,10.7,21.5,59292,3,6,54696,0,0,33.3,67.1,0.2,0.5,1.9,3.7,0.4,0.9,13.6,28.1,56.6,0,0,2.7,5.4,0,0,12.9,21.5,43.4,14.3,28.9,2,4,6.4,12.9,0,0,0,0,29,58.5,2.3,4.7,4.7,49.6,82.1,50874,2.2,4.4,11.2,22.5,42.9,86.5,3,4.9,60761,"SPRING HILL ISD"
"'092907042","SPRING HILL J H",7.4,15.7,47.1,1,0,6.9,14.7,6,6,2,2,0,40.1,85.3,1,0,2.8,5.9,73788,3,8.6,38570,6.6,19.2,42210,8.7,25.3,45230,9.5,27.5,54810,6.4,18.6,59017,0.2,0.6,30831,0,0,30.4,88.6,0.4,1.3,3.1,9,0,0,12.3,21.7,63.1,0.4,1.2,0.3,0.9,1,2.9,13.9,12.7,36.9,3.9,11.4,0,0,0,0,0,0,1,2.9,31,90.2,1.1,3.3,5.4,34.4,73,49184,1.1,3.1,1.4,4,27.9,81.2,3,6.4,57662,"SPRING HILL ISD"
"'092907101","SPRING HILL INT",4,8.2,48.2,0,0,13.1,27.2,12,12,4,4,0,35,72.8,1,0,2.5,5.2,71453,0,0,.,6.7,21.5,38673,4,12.7,45072,9.5,30.8,56021,9.9,31.9,58622,1,3.2,61660,0,0,27.4,88.1,0.8,2.6,0,0,3,9.6,15.7,27.4,88.1,0.4,1.2,1,3.2,0,0,14.8,3.7,11.9,3,9.6,0.7,2.3,0,0,0,0,0,0,25.5,82.1,1.4,4.6,7.4,31,64.4,51912,0,0,0,0,30.1,96.8,1.5,3.1,52135,"SPRING HILL ISD"
"'092907103","SPRING HILL PRI",5.9,11.6,51.3,1,0,11.9,23.2,7,7,2,2,0,39.4,76.8,0,0,2.5,4.9,69763,0,0,.,3,8.6,40332,7.9,23,45851,10.9,31.7,51849,9.6,28,58480,3,8.6,61664,0,0,29.7,86.4,0.5,1.4,0,0,4.9,14.4,16.6,33.7,97.9,0.2,0.6,2,5.8,0,0,14.2,0.7,2.1,3.7,10.7,1,2.9,0,0,0,0,0,0,27,78.5,1.8,5.2,9.1,34.4,67.1,52178,0.7,2.1,0,0,31.7,92.1,2.5,4.9,56874,"SPRING HILL ISD"
"'092908001","WHITE OAK H S",1.7,3.5,48.9,1,0,5.2,10.6,9,1,1,1,0,43.7,89.4,2,0,1.9,3.9,81793,0.7,1.8,46447,5.7,14.8,41748,5.3,13.7,51519,15.8,41.1,57217,7.8,20.3,63528,3.2,8.3,64701,0,0,30.8,80.2,0,0,0,0,0,0,14.6,20.8,54,0,0,0.9,2.3,0,0,10.7,17.7,46,7.6,19.8,0,0,3.3,8.5,0,0,0,0,24.9,64.7,1.8,4.7,7.6,38.4,78.6,55867,0,0,8.5,22.1,37.5,97.7,3.4,6.9,67225,"WHITE OAK ISD"
"'092908041","WHITE OAK MIDDLE",2.2,5.9,37.7,0,1,5.5,14.6,11,7,7,2,0,32.2,85.4,1,0,1.7,4.4,71005,0.6,2,37465,4.4,15.2,42272,5.6,19.4,49386,10.4,35.6,52381,5.8,20,61654,2.2,7.7,67935,0,0,24.4,84.1,0,0,0,0,3.2,10.9,13.6,20,68.7,0.2,0.8,1.1,3.8,0,0,11.8,9.1,31.3,4.6,15.9,0,0,2.4,8.2,0,0,0,0,20.7,71.1,2.3,8,7.6,29.1,77,53007,0,0,0.3,1,27.9,96.2,1.5,4,65630,"WHITE OAK ISD"
"'092908102","WHITE OAK PRI",0,0,34.5,0,1,5.3,15.4,2,2,2,2,0,29.2,84.6,0,1,2,5.8,65920,0.3,1.3,37459,5.4,20.8,39322,5.9,23.1,48514,10.6,41.4,52336,3.4,13.4,61421,0,0,.,0,0,24.7,96.2,0.5,1.8,0,0,0.2,0.7,12,25.7,100,0,0,0,0,0,0,11.2,0,0,1,3.8,0,0,0,0,0,0,0,0,22.3,86.6,2.8,10.8,6.8,25.7,74.5,49770,0,0,0,0,25.7,100,1.5,4.3,47925,"WHITE OAK ISD"
"'092908103","WHITE OAK INT",2,5.5,36.1,0,1,5,14,8,2,3,3,0,31.1,86,0,1,2,5.5,75687,0.5,1.8,37427,4.5,17.1,39430,5.9,22.4,47988,8.2,30.7,50922,6.4,24.3,61283,1,3.7,68920,0,0,24.6,92.5,0.2,0.9,2,7.4,0.7,2.8,13.8,25.6,96.3,0.3,0.9,0,0,0,0,13.2,1,3.7,2,7.5,0,0,0,0,0,0,0,0,23.6,88.7,1.8,6.6,8.1,26.6,73.6,51244,0,0,0,0,24.6,92.6,2.5,6.9,57047,"WHITE OAK ISD"
"'092908104","WHITE OAK EARLY CHILDHOOD CENTER",1,25.1,3.9,0,0,2,49.7,0,0,0,0,0,2,50.3,0,0,0,0,.,0,0,.,0,0,.,0,0,.,1,50,51859,1,50,64870,0,0,.,0,0,2,100,0,0,0,0,2,100,21,2,100,0,0,0,0,1,50,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,50.3,58365,0,0,0,0,1,50,0,0,.,"WHITE OAK ISD"
"'093901001","ANDERSON-SHIRO JR/SR H S",2,4.1,49,0,0,3,6.1,7,1,1,1,0,46,93.9,1,1,2,4.1,87750,0,0,.,9,22,52591,7,17.1,52912,18,44,58746,5.9,14.5,63147,1,2.4,68222,0,0,30,73.3,0,0,1,2.4,0,0,13.3,24.9,60.9,0,0,1,2.4,0,0,11.6,16,39.1,10.9,26.7,0,0,3.5,8.6,0,0,0,0,29.2,71.3,4,9.7,6.2,40.9,83.5,57264,0,0,4.2,10.4,38.9,95.1,3.1,6.3,60187,"ANDERSON-SHIRO CISD"
"'093901101","ANDERSON-SHIRO EL",2,4.1,48.7,0,0,9.7,20,6,2,0,0,0,39,80,1,0,1,2.1,94594,0,0,.,5,14.7,48095,11,32.4,50550,12,35.3,55684,6,17.6,61033,0,0,.,0,0,30,88.2,0,0,0,0,0,0,13,32,94.1,0,0,1,2.9,0,0,13.5,2,5.9,4,11.8,0,0,0,0,0,0,0,0,31,91.2,3,8.8,5.9,34,69.8,53851,0,0,0,0,33,97.1,4,8.2,59585,"ANDERSON-SHIRO CISD"
"'093903001","IOLA H S",2,5.7,35,0,0,4,11.4,5,4,0,0,0,31,88.6,0,1,1,2.9,86000,1,3.4,51000,4,13.6,47375,2,6.8,50500,15.5,52.5,57558,6,20.4,62718,1,3.4,82000,0,0,20.3,68.7,0,0,1,3.4,0.1,0.3,16,19.5,66.1,0,0,1,3.4,0,0,9.9,10,33.9,9.2,31.3,0,0,1.6,5.4,0,0,0,0,22.9,77.7,0.8,2.8,4.5,29.5,84.2,57354,0,0,4.1,13.8,27.5,93.2,0.5,1.5,117602,"IOLA ISD"
"'093903101","IOLA EL",0,0,31.7,0,0,4.5,14.1,3,3,0,0,0,27.3,85.9,1,0,2,6.3,71937,0,0,.,5.5,22.8,43346,5,20.6,46400,10.7,44.3,54568,2,8.2,65000,1,4.1,65000,0,0,20.3,83.5,0,0,0,0,1.1,4.5,13.2,24.3,100,0,0,0,0,0,0,11.9,0,0,4,16.5,0,0,0,0,0,0,0,0,20.2,83.1,3,12.4,6.1,24.3,76.5,51618,0,0,0,0,24.3,100,1,3.2,52500,"IOLA ISD"
"'093904002","NAVASOTA H S",23.5,26.4,89,0,1,6.8,7.6,4,4,12,11,0,82.2,92.4,4,0,3.6,4.1,83804,13,18,40429,27.4,37.9,54152,12.1,16.8,53335,14.6,20.2,57040,2.1,2.9,79291,3,4.1,74108,0,0,52.5,72.7,0.3,0.4,4.2,5.8,0.3,0.4,7.5,39.6,54.8,0,0,8.1,11.2,1,1.4,12.2,32.6,45.2,15.6,21.6,2.2,3.1,2.6,3.5,1.9,2.6,0,0,49.9,69,3.2,4.5,5.6,72.2,81.1,53689,2,2.8,16,22.1,56.9,78.8,6.4,7.2,65350,"NAVASOTA ISD"
"'093904005","W B BIZZELL ACADEMY",1,50,2,0,0,0,0,1,1,0,0,0,2,100,0,0,1,50,81584,0,0,.,0,0,.,1,100,51806,0,0,.,0,0,.,0,0,.,0,0,0,0,0,0,0,0,0,0,9,1,100,0,0,0,0,0,0,27,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,4,1,50,51806,0,0,0,0,1,100,0,0,.,"NAVASOTA ISD"
"'093904042","NAVASOTA J H",11,16.8,65.5,0,0,6,9.2,3,3,4.3,4.3,0,59.5,90.8,2,0,3.1,4.7,74203,18.2,34.1,47383,18,33.7,48059,6.9,13,50121,4.3,8,53396,4,7.5,62156,2,3.7,65085,0,0,38.5,72,0,0,2,3.7,0,0,6.7,41.4,77.5,2.4,4.4,5,9.4,0,0,12.4,12,22.5,14.9,28,0,0,0,0,0,0,0,0,42.1,78.8,4.4,8.3,4.8,53.4,81.6,50214,4,7.5,4.5,8.5,42.4,79.4,3,4.6,66230,"NAVASOTA ISD"
"'093904104","JOHN C WEBB EL",26,38.2,68,1,0,18,26.5,8,4,8.5,8.5,0,50,73.5,2,0,3.1,4.6,65634,6,14,27240,24.9,58,47367,3,7,48308,7,16.3,52338,1,2.3,61188,1,2.3,61188,0,0,40,93.2,0,0,5,11.7,4.1,9.5,6,38.9,90.7,0,0,6,14,0,0,13.1,4,9.3,2.9,6.8,0,0,0,0,0,0,0,0,33.8,78.8,5,11.7,5.2,42.9,63.1,46073,2,4.7,0,0,29.9,69.7,4,5.9,64506,"NAVASOTA ISD"
"'093904106","HIGH POINT EL",10,18.9,53,0,0,16,30.2,6,4,6,6,0,37,69.8,1,0,2.1,3.9,62137,10,29.5,39704,10,29.5,45211,6,17.7,50163,5.9,17.5,57243,1,2.9,61188,1,2.9,61188,0,0,29,85.4,0,0,1,2.9,4,11.8,6.9,30,88.4,0,0,3,8.8,0,0,14.1,3.9,11.6,3.9,11.6,1,2.9,0,0,0,0,0,0,28.4,83.8,1.5,4.4,4.7,33.9,64.1,47513,0,0,0,0,29.9,88.2,1,1.9,51689,"NAVASOTA ISD"
"'093904107","BRULE EL",13.8,36.6,37.8,0,0,11.8,31.3,4,4,4,4,0,26,68.7,1,0,0.4,1,72853,2,8.1,50865,3,12.2,45487,7.9,32,49956,6.8,27.4,54703,4,16.2,60277,1,4.1,62438,0,0,19,77.1,0,0,0.8,3.1,2.8,11.2,12.4,24.6,100,0,0,3,12.2,0,0,13.2,0,0,5.6,22.9,0,0,0,0,0,0,0,0,20.1,81.7,1.8,7.1,7.2,24.6,65.1,52970,0,0,0,0,20.9,84.8,1,2.6,56863,"NAVASOTA ISD"
"'093905001","RICHARDS H S",1,5,20,0,0,0,0,0,0,0,0,0,20,100,0,0,0,0,.,3,14.8,58205,2,10,38620,5,25.1,47728,6,30.1,53015,3,15,57207,1,5,55540,0,0,20,100,0,0,1,5,0,0,12.6,14,69.9,0,0,0,0,0,0,11,6,30.1,0,0,0,0,0,0,0,0,0,0,17.4,87.1,0.8,3.8,7.3,20,100,51772,0,0,1.8,9.1,19,95,0,0,.,"RICHARDS ISD"
"'094901001","SEGUIN H S",67.6,41.2,164.2,1,0,8.8,5.3,9,8,4,4,1,155.4,94.7,5,1,10,6.1,93995,17.7,13.9,56484,48,37.7,56523,20.8,16.4,58473,26.9,21.1,61741,12.9,10.1,65496,1,0.8,75528,1,0.8,83.6,65.6,0.5,0.4,8.7,6.9,2,1.6,8.4,75.8,59.5,0.9,0.7,40,31.4,1,0.8,16.5,51.6,40.5,43.8,34.4,0,0,9.6,7.5,0,0,0,0,83.7,65.7,12.7,10,5,127.4,77.6,58997,1,0.8,17.9,14.1,75.6,59.4,18.1,11,69564,"SEGUIN ISD"
"'094901002","MERCER & BLUMBERG LRN CTR",2,22.2,9,0,0,0,0,10,10,0,0,0,9,100,1,0,1,11.1,88682,1,16.7,63260,0,0,.,2,33.3,58585,2,33.3,62850,0,0,.,1,16.7,79166,0,0,5,83.3,0,0,0,0,0,0,18.3,3,50,0,0,1,16.7,0,0,13.5,3,50,1,16.7,0,0,0,0,0,0,0,0,5.8,96.1,0.2,3.9,13.2,6,66.7,64218,0,0,0,0,5,83.3,2,22.2,54740,"SEGUIN ISD"
"'094901041","JIM BARNES MIDDLE",27.1,35.6,76.1,0,1,9.9,13,3,3,2.5,2.5,0,66.2,87,2,0,5,6.6,85714,8,14.3,54861,27.1,48.4,56338,9.1,16.2,56616,8,14.3,60796,3,5.3,64096,0.9,1.6,75107,2,3.6,39.1,69.7,0.1,0.2,1.1,2,1,1.8,5.9,42.9,76.4,4.5,8,19,33.9,0,0,14.2,13.2,23.6,17,30.3,0,0,0,0,0,0,0,0,47.1,84,3.2,5.8,3.4,56.1,73.7,57517,1,1.8,0.2,0.3,33,58.8,5.1,6.7,69386,"SEGUIN ISD"
"'094901042","BRIESEMEISTER MIDDLE",23,33.1,69.3,0,1,6.9,9.9,7,7,3,3,0,62.4,90.1,2,0,4,5.8,100806,2,3.8,54930,22,42.1,55620,13.3,25.5,56871,11.9,22.8,61244,3,5.7,64751,0,0,.,0,0,39.3,75.1,0.1,0.2,1,1.9,0,0,7.4,30,57.3,2.4,4.6,13,24.9,0,0,13.9,22.3,42.7,13,24.9,0,0,0,0,0,0,0,0,45.7,87.4,3.9,7.4,4.3,52.3,75.5,57718,0,0,0.2,0.3,38.3,73.2,6.1,8.8,70406,"SEGUIN ISD"
